NAS,Fibrosis
5.251621320389913,1.8945933375225854
5.391300547146428,1.7653535241491685
4.082906706124745,1.5221923935357582
3.5712800037492443,1.4442000431228537
4.2078095160172,1.6438990193114966
3.7290770027867772,1.6003526732911761
4.274777391749125,1.8046950900955296
4.373647878722144,1.52963702682257
4.016413821591351,1.9374251960517603
3.3950336247673283,1.671510903883194
3.1982380760048557,1.8733878460190136
2.8197442161791613,1.4685482083709966
2.4179235816487212,1.3102185816985006
2.476475519605229,1.3707855084347482
1.803746084720144,1.454391786856935
2.274356789238052,1.3087366190422165
2.5465193092755127,1.4118034186973363
4.294018309785041,1.8620712627712177
4.172184275542505,1.665435470476559
3.2728111056636457,1.3468809778826865
3.110191064951616,1.2580436446594851
3.8875721177487974,1.794155185667291
2.6587725712422268,1.5387448088397724
4.082441275423387,1.2302419606628894
6.66638608647485,2.6344191587744903
6.228958441049013,2.631712957719449
3.889565976783996,1.3627130882002116
6.2484706306087805,2.5319045316162994
6.198882975024128,2.6422529401462898
3.8187747842141513,1.3235521316718888
4.167887585001681,1.6094119747161322
3.1587689567417745,1.7980020451859895
4.1573195663605285,1.8578093756543195
5.715522593165706,2.5883372325091023
5.447699017930118,2.657263470033332
4.063037531900983,1.2534378999141484
4.014320651947875,1.3409882912947546
3.2764238806842436,1.4413253837060258
6.464413838807259,2.5334763617647518
5.8283648239228665,2.7121148912866957
2.7166237072522628,1.3471682444467055
2.774577202238006,1.4240531186012333
5.306175067145185,2.638660165245127
2.7766595719514156,1.4124594592053266
2.736420642080984,1.4805084620888866
3.6254615894109787,1.3064168609558493
4.6217995987507114,1.6491818452673734
6.685321721522823,2.3490505446489887
5.70878515263332,2.732679614732856
3.8775074140718453,1.559894105612246
7.301932729308779,2.529722666235955
5.654774808409087,2.5463454855174406
3.4022906996729683,0.9371018010061697
4.083490424220419,1.6858368966862858
3.232424605755817,1.586250206364453
3.2267391971521455,1.6385094864289884
5.9502364466375814,2.579443078295677
5.224741553747473,2.57318710457795
3.095774613983486,0.8067626947097182
3.8515020565399483,1.3111669706947926
3.180642971333015,0.8977892833130703
3.630243701742834,0.8612148681726658
6.335938101961418,2.4677389209628475
5.8880047989413375,2.6438250616379397
2.8796924974935028,1.3055159720518632
3.172890215521968,1.5395081212160613
5.334411834353375,2.7472108547964664
3.158679883392189,1.6145063383997138
3.561238883986433,1.8493765032966079
2.6828429284306905,0.8701057505668967
3.337185038221662,0.9515077426336174
3.312611957308115,0.8103971342877987
6.095917386150421,2.450698583756361
6.295549276747581,2.866295503808341
3.6197165101641353,0.9323491399611253
2.7220376140223848,0.9908500261859077
5.129777819502647,2.5080627176475185
5.129999928000791,2.6337436804625916
6.545579837155616,2.5300405104702417
6.114750035515952,2.685423694587511
3.351012662828908,1.0099528243031013
2.6932109833636275,1.0511082161114447
2.724446150435038,0.9559780998177934
3.004988271329686,1.1549725709568697
2.808996998005752,1.2019716115522692
2.7589085697021334,1.0109685263081165
6.768664853512785,2.7119647336995483
6.2612611177877096,2.87700232709937
6.367554777927437,2.9424394380181775
5.061955978589155,1.8236114969889696
4.660220514477973,2.2022996027643953
4.590114517054485,2.16416477550754
6.722126404251645,2.6793376033978897
6.142398452066164,2.8545448459556706
4.338454437920427,1.415778465306226
4.311841466315322,1.4224253662670514
6.882585827827926,2.5809183435247194
4.294768167059178,1.6504314220788596
4.567757349094613,1.6912742765018736
6.285532579514298,2.2263755840879487
3.9921194414626737,1.2068441251037925
3.3230901106798583,1.0769611565217718
3.912023955611611,1.4661923876145027
4.091208032665876,1.6213975046758011
3.489553231767103,1.6107695388930912
6.129566423956469,2.5536860853088776
4.0764950496771535,1.085139495090318
2.8556538442302006,0.7881426490038348
3.81747255569981,1.229906635925434
4.873710978607434,1.599484919494609
3.2422956302471206,0.8629553807371356
6.188149725416875,2.463434365552142
3.014124662222036,0.5749510403352547
5.416721218545104,2.584139229138089
4.945423407795217,2.683472127854497
2.4669874882495217,1.130141933125635
3.031928954052395,0.8443195004765145
3.2250992735453883,0.8362672231760285
3.3756630868048774,0.8889132832212909
3.1678135676195867,0.8370880880092276
6.442724806682511,2.609203667335318
5.289482046123885,2.5038870340473034
3.8504088338424474,0.9294244398355525
2.921577850196842,0.6519977752822896
5.231545457196155,2.4942290201106623
5.722366560407118,2.6353060192686177
6.516307955829953,2.587845880217521
6.553367821187029,2.7703544567037355
3.8996372420943515,1.334027972662546
2.5595668041612027,0.8467012647341015
3.992206983644527,1.4508230165247056
4.649924880460684,1.428319884549076
3.327010611480228,1.2112776939577552
6.189819690007928,2.505986254051099
6.6834868937477525,2.7400995056019157
5.869433749925382,2.738457533492376
5.236151982731408,2.2917479157571075
4.622650884102038,1.4437670035616268
5.118329645093147,2.2927366049889857
6.941457454876321,2.723115756777218
6.628355133517749,2.86281761183635
6.121805939285826,2.79324136478198
4.194548976974746,1.1822585085131485
4.04588903209716,1.5747250922320797
6.132303882949641,2.611257013655365
4.1433990913701235,1.530992038938769
4.450824620632093,1.632069559627352
6.210103551537207,2.6232903239759233
4.321714139476262,1.1926549216960862
3.5586235560797563,0.9905422991085704
2.907035208963174,1.6205611971339196
4.281033001753603,1.748935479534776
3.0593327394649044,1.6630427100086858
5.590286039140004,2.640543836449223
3.402753141928663,0.9127911791176961
3.4588393032963287,1.090157988595967
2.8689293515778846,0.8339040131851229
3.870593072041811,0.9719517532879683
3.777387530519195,1.040682978034585
5.816904939221919,2.7089631593496444
2.5319462788301017,1.3651886562492015
5.219073339062067,2.5477444049692153
5.18006847002832,2.7685959444018504
2.140198304363387,1.17950060268607
3.3433775335822435,1.1288067551179126
3.0764475547656156,0.8953905904900046
4.000988599836964,1.6654681663448332
3.5876193438164035,0.8539090157511587
3.9693958189070955,1.2711729400176939
1.1488695926876966,0.332623028960652
6.697191677641855,2.791455675553992
6.353549138793595,2.7479276159860713
2.9975340408438447,0.8065800360332412
3.9329266744205187,1.142912827130702
5.281090513897333,2.5323274180179465
4.878748590077608,2.5414152933931895
6.135890953281981,2.630851912254397
5.428192601224335,2.444055853670395
3.2825696556275332,1.0477703242740901
